name,price,star,review_count,cat,zipcode
Common Stock,$$,5,725,"American (New),Whiskey Bars,Cocktail Bars",92108
Trust,$$,4.5,1076,"American (New),Cocktail Bars",92108
Encontro North Park,$$,4.5,1298,"American (New),Burgers,Gastropubs",92108
The Smoking Goat,$$,4,1485,"French,American (New),Bars",92108
Puesto - Mission Valley,,4,377,"Mexican,Bars,Desserts",92108
Fortunate Son,$$,4,342,"Chinese,Noodles",92108
One Door North,$$,4,706,"American (New),Cocktail Bars",92108
Louisiana Purchase,$$,4,541,"Cocktail Bars,Cajun/Creole",92108
Pesto Italian Mission Valley,$$,4.5,110,"Pizza,Italian",92108
Madison,$$,4,961,"Bars,Breakfast & Brunch,Mediterranean",92108
Tabu Shabu - North Park,$$,4.5,144,"Japanese,Hot Pot",92108
The Kebab Shop,$$,4.5,1591,"Middle Eastern,Falafel",92108
Bahn Thai,$$,4.5,2613,Thai,92108
King’s Fish House - Mission Valley,$$,4,1151,Seafood,92108
Farmer’s Bottega Restaurant,$$,4,1216,"American (New),Breakfast & Brunch,Italian",92108
Barrel & Board,,4.5,24,American (New),92108
Verbena Kitchen,,4,14,American (New),92108
Rare Society,$$$,4.5,150,Steakhouses,92108
Working Class,$$,4.5,561,"Breakfast & Brunch,Beer Bar,American (Traditional)",92108
Lazy Dog Restaurant & Bar,$$,4,2213,"Burgers,Comfort Food,American (New)",92108
White Elephant,$$,4.5,40,"Thai,Vietnamese,Laotian",92108
Tanuki,$$,4.5,245,"Sushi Bars,Tapas/Small Plates,Soup",92108
Great Maple - Hillcrest,$$,4,3865,"Breakfast & Brunch,American (New),Bars",92108
The Rabbit Hole,$$,4,843,"Bars,American (New)",92108
North Italia,$$,4,672,"Italian,Pizza,Cocktail Bars",92108
Wood Ranch BBQ & Grill,$$,4,970,"Steakhouses,Barbeque,American (Traditional)",92108
SKA Bar,$$,4,164,"Asian Fusion,Cocktail Bars,Tapas/Small Plates",92108
CAVA,,4,94,"Mediterranean,Salad",92108
Yard House,$$,4,931,"Vegetarian,Bars,American (New)",92108
Breakfast Republic,$$,4,450,Breakfast & Brunch,92108
356 Korean BBQ Bar,$$$,3.5,1150,"Barbeque,Korean,Sports Bars",92108
The Nood Bar,$$,4.5,284,"Noodles,Pan Asian,Soup",92108
Pomegranate Russian-Georgian Restaurant,$$,4.5,1651,"Russian,Georgian",92108
California Fish Grill,$$,4,697,"Seafood,Tacos,Fish & Chips",92108
Medina Moroccan-Baja Kitchen,$$,5,221,"Mediterranean,Moroccan,Tacos",92108
