name,price,star,review_count,cat,zipcode
La Sabrosita Botanero,$$,4,14,"Mexican,Wine Bars,Tapas/Small Plates",91915
The Search Bar,,4,40,"Bars,American (Traditional)",91915
Grater Grilled Cheese,,4,89,"Sandwiches,Comfort Food,American (New)",91915
Hanu Korean BBQ,,4,139,"Korean,Barbeque",91915
Savoie Italian Eatery,$$,3.5,736,"Italian,Bars,Breakfast & Brunch",91915
Okama,,4.5,70,"Sushi Bars,Ramen",91915
Novo Brazil Brewing,$$,3.5,182,"Breweries,Brazilian",91915
Board & Brew - Eastlake,$,4,212,"Beer Bar,Sandwiches",91915
Hurricane Grill & Wings,,3.5,121,"American (Traditional),Chicken Wings,Burgers",91915
The Kebab Shop,$$,4,195,"Middle Eastern,Falafel",91915
Casa Nori,$$,4.5,170,"Asian Fusion,Lounges,Sushi Bars",91915
Ceviche Craft,$$,4.5,168,"Seafood,Peruvian,Latin American",91915
El Tianguis,$,4.5,87,Mexican,91915
Cocina 35,$$,4,123,Mexican,91915
Paris Baguette,,5,48,"Cafes,Bakeries",91915
Kaiyo Sushi,$$,4,205,"Sushi Bars,Japanese,Beer, Wine & Spirits",91915
OTAY SUSHI & CRAB,$$,4,136,"Japanese,Seafood,Sushi Bars",91915
Taco Lounge,$,4,403,Tacos,91915
Manna BBQ,$$,4,1044,"Korean,Seafood,Barbeque",91915
Taqueria Revolucion,$,4,215,Mexican,91915
The Cheesecake Factory,$$,3,838,"Desserts,American (Traditional),Seafood",91915
Big Philly’s Cheese Steaks & Subs,,5,70,"Cheesesteaks,Sandwiches,Desserts",91915
JJ’s Island Grindz,$$,4.5,351,"Sushi Bars,Guamanian,Hawaiian",91915
Mandarin Beijing,$$,3.5,443,Chinese,91915
Pizzo’s Pizzeria and Wine Bar,$$,4.5,772,"Pizza,Wine Bars,American (Traditional)",91915
El Peladito,$$,3,111,"Seafood,Mexican,Cocktail Bars",91915
El Pollo Grill,,4,175,"Mexican,Breakfast & Brunch",91915
Khanya Ramen & Sushi,$$,3,482,"Ramen,Sushi Bars",91915
