name,price,star,review_count,cat,zipcode
LUV DDUK Cerritos,$$,4.5,1790,"Asian Fusion,Noodles,Chicken Wings",90703
Marché Moto,,5,88,"Tapas Bars,Modern European,Italian",90703
MIÂN | 滋味小面,$$,4.5,120,"Noodles,Chinese",90703
La Tavolata,$$,4.5,1057,Italian,90703
Belly Bombz Kitchen,$$,4,1980,"Chicken Wings,Korean,Burgers",90703
Isla Cuban-Latín Kitchen & Rum Bar,$$,4.5,1216,"Cuban,Latin American,Cocktail Bars",90703
LA Brisket,$$,4.5,1220,Sandwiches,90703
Crimson Coward,$$,4.5,330,Chicken Shop,90703
Maruichi Bento,$,4.5,225,Japanese,90703
Eureka!,$$,4,462,American (Traditional),90703
Red Flame,$$,4,871,"Hot Pot,Steakhouses,Ramen",90703
Aikan Sushi & Ramen,,4.5,493,"Sushi Bars,Ramen,Salad",90703
Katsu Bar,$$,4.5,277,"Burgers,Sandwiches,Japanese Curry",90703
Garlic & Chives #2,$$,4,333,"Vietnamese,Asian Fusion",90703
Yantra Kitchen,$$,4.5,107,"Indian,Italian,Wine Bars",90703
Pirates Kitchen,$$,4.5,693,"Cajun/Creole,Seafood,Bars",90703
Aloha Stacks Island Style Eats,$$,4.5,208,"Pancakes,Hawaiian,Juice Bars & Smoothies",90703
Broth Shabu-Shabu,$$,4.5,1852,"Japanese,Hot Pot",90703
Pot on Fire - Cerritos,$$,4.5,167,"Hot Pot,Bubble Tea,Asian Fusion",90703
Amor Y Tacos,$$,4,2631,"Mexican,American (New),New Mexican Cuisine",90703
RiceString Noodle Shack,$$,4,563,"Cambodian,Noodles",90703
Sauced Up,$$,4,289,Poutineries,90703
808 Local Hawaiian Grill,$$,4,285,"Hawaiian,Barbeque,Poke",90703
Nine Seafood Restaurant,$$,4.5,1077,"Cajun/Creole,Seafood,Thai",90703
Ghost Chicken,,5,81,"Asian Fusion,Chicken Wings,Korean",90703
Gaucho Grill Argentine Steakhouse,,4,316,"Steakhouses,Argentine",90703
Geko Tei - げこ亭,$$,4,512,"Japanese,Seafood,Salad",90703
Kabab Crush,$$,4.5,1319,"Mediterranean,Middle Eastern,Kebab",90703
Wood Ranch BBQ & Grill,$$,4,1067,"Barbeque,Salad,Burgers",90703
Kusina Filipina Cerritos,$$,4,75,"Filipino,Caterers",90703
Off Street Cafe,$$,4.5,2713,"American (Traditional),Breakfast & Brunch,Cafes",90703
The Cauldron,$$,4.5,542,"French,Cocktail Bars,American (New)",90703
No Toro Cafe,$$,4.5,686,Breakfast & Brunch,90703
Flying Chicken Pa-Dak,$$,4,367,"Chicken Wings,Pizza",90703
Lunasia Dim Sum House,$$,3.5,422,"Dim Sum,Seafood,Cantonese",90703
Pier 76 Fish Grill,$$,4.5,1027,"Seafood,Salad",90703
Tribos Peri Peri,$$,4.5,88,"Halal,Mediterranean,Portuguese",90703
Let’s sea Bag n’ Roll,$$,4,428,"Seafood,Desserts,Asian Fusion",90703
Pepper Lunch,$$,3.5,185,"Japanese,Steakhouses,Asian Fusion",90703
Wholly Smokes BBQ Restaurant,$$,5,252,"Smokehouse,Barbeque,Bars",90703
Boiling Point,$$,3.5,794,"Taiwanese,Hot Pot,Comfort Food",90703
Smoke & Fire Social Eatery,$$,5,785,"Comfort Food,Barbeque,Chicken Shop",90703
Taste Tea Cafe,$,4.5,744,"Taiwanese,Cafes,Bubble Tea",90703
Shang Jie Kitchen,$$,4,232,"Noodles,Chinese,Soup",90703
The Original Fish Company,$$$,4,1960,"Seafood Markets,Seafood,American (Traditional)",90703
Tang 88,$$,4.5,225,Korean,90703
Umaya Ramen,$$,4,1834,"Ramen,Lounges,Pan Asian",90703
Sake 2 Me Sushi,$$,4,2927,"Sushi Bars,Japanese",90703
Rice on Dish,$$,4.5,103,"Chinese,Cambodian,Soup",90703
Bangkok Blvd,$$,3.5,481,Thai,90703
Cafe Maji,$,4,1098,"Cafes,Burgers,Waffles",90703
Gaucho Grill Argentine Steakhouse,$$,4,1745,"Steakhouses,Argentine,Bars",90703
Bakers & Baristas,$$,4,1458,"Cafes,Coffee & Tea,Bakeries",90703
Silverlake Ramen - Cerritos,$$,4.5,114,"Ramen,Noodles",90703
Kobe Kyukatsu,$$,4,156,"Japanese,Korean",90703
The Nest - A Breakfast Joint,$$,4.5,3350,Breakfast & Brunch,90703
Magic Touch Bullet Train Sushi,$$,4,1483,"Sushi Bars,Conveyor Belt Sushi",90703
Thailicious,$$,4,540,Thai,90703
Bunker21,$$,4.5,373,"Korean,Gastropubs,Chicken Wings",90703
Lazy Dog Restaurant & Bar,$$,4,1351,"American (New),Comfort Food,Burgers",90703
The Scratch Room,$$,4,1895,"American (New),Breakfast & Brunch,Burgers",90703
Misoolkwan OC,,4.5,328,"Korean,Pubs",90703
Mi Burrito Mexican Grill,$,4.5,548,Mexican,90703
Chimak House,,5,146,"Chicken Wings,Korean,Chicken Shop",90703
Sojuya,$$,4.5,375,"Japanese,Korean,Bars",90703
Ramen Zuru,$$,4.5,331,Ramen,90703
bb.q Chicken - Cerritos,$$,4.5,219,"Korean,Chicken Wings",90703
Brooklynz Pizza,$$,4.5,474,"Pizza,Fast Food",90703
Moo BBQ,$$,4,2978,"Korean,Barbeque,Buffets",90703
London’s Pub & Grill,$$,4,319,"British,Pubs,Indian",90703
Hsiang Yuen Restaurant,$$,4.5,204,"Chinese,Korean",90703
Bite Mi Asian Kitchen,$,4,91,"Vietnamese,Bubble Tea,Breakfast & Brunch",90703
1AM Hot Chicken,$$,4.5,21,Chicken Shop,90703
Song Hak,$$,4,298,"Korean,Barbeque",90703
El Rocoto,$$,3.5,1272,Peruvian,90703
Kokio Chicken,$$,4,358,"Korean,Chicken Wings",90703
Legend Chicken,$$,4.5,824,"Chicken Wings,Chicken Shop,Soul Food",90703
Monora Asian Street Food Bar,$$,4.5,14,"Asian Fusion,Thai",90703
At Thai Cuisine,$$,4.5,76,Thai,90703
Steelcraft Bellflower,$$,4.5,205,"Beer Gardens,Coffee & Tea,Fast Food",90703
Lock & Key Social Drinkery + Kitchen,$$,4,1961,"Burgers,Cocktail Bars,Steakhouses",90703
Súp Noodle Bar - Buena Park,$$,4.5,2417,"Vietnamese,Noodles,Soup",90703
D’Vine Express,,4,29,Mediterranean,90703
Stonefire Grill,$$,4,895,"American (Traditional),Barbeque,Salad",90703
The Hideaway,$$$,4.5,146,American (Traditional),90703
I Luv Sushi Too,$$,4.5,64,"Sushi Bars,Salad,Japanese",90703
Mama’s Comfort Food & Cocktails,$$,4.5,2073,"Comfort Food,Bars,American (Traditional)",90703
The Punjab Restaurant,,4.5,31,Indian,90703
Ribs N Kabobs,$$,4.5,230,"Barbeque,Halal,Kebab",90703
