name,price,star,review_count,cat,zipcode
Ojiya,$$,4,214,"Japanese,Sushi Bars,Cocktail Bars",90503
Jollibee,$$,3.5,73,"Fast Food,Chicken Shop,Filipino",90503
Sea Level Restaurant & Lounge,$$,4,612,"American (New),Lounges,Seafood",90503
Table Manners,$$,4,106,"American (Traditional),Cocktail Bars,Breakfast & Brunch",90503
"Fatto a Mano, The Pasta Shop",$$,4.5,615,"Pasta Shops,Pizza,Italian",90503
Din Tai Fung,$$,4,2086,"Taiwanese,Shanghainese,Dim Sum",90503
Urban Plates,$$,4,449,"Salad,American (New),Sandwiches",90503
The Standing Room,$$,4.5,1670,"Burgers,Sandwiches,American (New)",90503
Bluesalt Fish Grill,$$,4.5,1593,"Seafood,Salad,American (Traditional)",90503
Inaba Restaurant,$$,4,451,Japanese,90503
The Brews Hall at Del Amo,$$,4,312,"Food Court,Breweries",90503
Madre,$$,4,1159,"Mexican,Cocktail Bars",90503
The Standing Room,$$,4,42,"Burgers,American (New)",90503
Local Kitchen,$$,4.5,950,"American (Traditional),Gastropubs",90503
EMC Seafood & Raw Bar - Torrance,$$$,4,520,"Seafood,Live/Raw Food",90503
Gabi James,$$$,4,231,"French,Spanish",90503
Little Sister,$$,4,305,Vietnamese,90503
King Mediterrano,$$,4.5,1385,"Middle Eastern,Greek,Mexican",90503
Caps & Corks,$,4.5,185,"Beer, Wine & Spirits,Breakfast & Brunch,Sandwiches",90503
Riviera House,$$,4,290,"Seafood,Cocktail Bars,Beer Bar",90503
The Stanton HB,,4.5,84,"American (New),Seafood,Breakfast & Brunch",90503
Two Hands Corn Dogs,$,4,74,"Korean,Hot Dogs,Asian Fusion",90503
Frida Mexican Cuisine,$$,3.5,1075,Mexican,90503
Tender Greens,$$,3.5,617,"American (New),Salad,Grocery",90503
Pacific Standard Prime,,4.5,126,"Steakhouses,American (New),Seafood",90503
Lazy Dog Restaurant & Bar,$$,4,1311,"American (New),Burgers,Comfort Food",90503
Restoration Kitchen & Wine,$$,4.5,437,"Wine Bars,Tapas/Small Plates",90503
HopSaint Brewing,$$,4.5,800,"American (New),Gastropubs,Breweries",90503
Jiayuan Dumpling House,$$,4,39,"Asian Fusion,Chinese",90503
Pura Vita -Redondo Beach,$$,4.5,116,"Italian,Pizza,Cocktail Bars",90503
Torrance Tavern,$$,4.5,531,"Sports Bars,American (Traditional),Wine Bars",90503
The Rex Steakhouse,,4.5,62,Steakhouses,90503
Bettolino Kitchen,$$,4.5,629,"Italian,Beer, Wine & Spirits",90503
Palmilla Cocina Y Tequila,$$,4.5,1427,"Mexican,Bars,Seafood",90503
Bazille,$$,4,248,"American (New),Cocktail Bars",90503
The Slip Bar & Eatery,$$,4.5,178,"American (Traditional),Sports Bars,Beer, Wine & Spirits",90503
Pupusatown,,4.5,45,Salvadoran,90503
Taishi Hainan Chicken,$$,4.5,1053,"Asian Fusion,Thai,Hainan",90503
Barsha,,5,112,"Mediterranean,Comfort Food,Tapas/Small Plates",90503
Habana Vieja Cuban Cuisine,$$,4,1122,Cuban,90503
Bluewater Grill - Redondo Beach,$$,4,1419,Seafood,90503
The Brews Hall - Hermosa Beach,$$,4.5,100,"Breweries,Food Court",90503
Aliotta’s Via Firenze,$$,4,378,"Italian,Gluten-Free",90503
Hudson House,$$,4,1034,"Gastropubs,American (New),Cocktail Bars",90503
Ko-Ryu Ramen Grill,$$,4,318,"Ramen,Mongolian,Salad",90503
Baekjeong - Torrance,$$,4.5,1626,"Korean,Barbeque",90503
Scardino’s Italian Restaurant,$$,4,838,"Pizza,Italian",90503
King’s Hawaiian Bakery & Restaurant,$$,4,3431,"Bakeries,Hawaiian,Patisserie/Cake Shop",90503
Seafood Port Chinese Restaurant,$$,3.5,696,"Chinese,Seafood",90503
Hokkaido Ramen Santouka,$$,4.5,1210,Ramen,90503
Izakaya Hachi,$$$,4.5,501,"Hot Pot,Tapas/Small Plates,Izakaya",90503
Tony’s On the Pier,$$,3.5,1046,"Seafood,Cocktail Bars,Steakhouses",90503
Dominique’s Kitchen,$$,4.5,836,French,90503
Japonica - Redondo Beach,$$,4.5,1131,"Sushi Bars,Izakaya,Ramen",90503
The Rockefeller - Redondo Beach,$$,4,249,"American (New),Gastropubs,Coffee & Tea",90503
Tacos El Goloso,$,4,263,Mexican,90503
Blazin’ Hens,$$,4,258,"Chicken Shop,American (Traditional)",90503
The Habit Burger Grill,$,4,676,"Burgers,Sandwiches,Salad",90503
Poké Bar,$$,4,393,"Seafood,Poke,Bubble Tea",90503
The Hook & Plow - Redondo,$$,4,194,"American (New),Seafood,Breakfast & Brunch",90503
Luna Grill - Torrance,$$,4,263,"Mediterranean,Greek,Salad",90503
George Lopez’s Chingon Kitchen,$$,3.5,85,Mexican,90503
Shin-Sen-Gumi Yakitori -Gardena,$$,4.5,1235,"Japanese,Tapas/Small Plates",90503
The San Franciscan,$$,4,934,"Karaoke,American (Traditional),Steakhouses",90503
Seven Stories Down,$,4.5,15,Delis,90503
