name,price,star,review_count,cat,zipcode
BO-beau kitchen + roof tap,$$,4.5,2447,"Tapas/Small Plates,American (New),French",90802
Padre,$$,4,1816,"Latin American,Venues & Event Spaces,Mexican",90802
RISÜ,,4.5,101,"American (New),Tapas Bars",90802
The Carvery,$$,4,192,"American (New),Steakhouses,Cocktail Bars",90802
Kin Long Beach,$$,4.5,154,"Thai,Whiskey Bars,Cocktail Bars",90802
Cafe Sevilla,$$,4,2101,"Spanish,Tapas/Small Plates,Music Venues",90802
Lupe’s De La Mar,$$,4.5,112,"Seafood,Mexican,Cocktail Bars",90802
555 East Steakhouse,$$$$,4.5,1809,Steakhouses,90802
The Attic,$$,4,6343,"Breakfast & Brunch,Southern,American (New)",90802
Tiki Tiki at Rosemallows,$$,4,85,"Tiki Bars,Hawaiian,Cocktail Bars",90802
Next Door,$$,4.5,169,"Mexican,American (New),Bars",90802
The Breakfast Bar,$$,4,3184,Breakfast & Brunch,90802
AMMATOLI Mediterranean Bites,$$,4.5,568,"Mediterranean,Middle Eastern,Breakfast & Brunch",90802
Ellie’s,$$,4.5,735,"Italian,Breakfast & Brunch",90802
Saint & Second,$$,4.5,2136,"American (New),Breakfast & Brunch,Cocktail Bars",90802
La Traviata,$$,4,470,"Italian,Venues & Event Spaces,Lounges",90802
Sideburns Restaurant,,4.5,36,American (Traditional),90802
Nick’s on 2nd,$$,4.5,2423,"American (New),Breakfast & Brunch,Steakhouses",90802
Portuguese Bend Distillery,$$,4,402,"Distilleries,American (New),Cocktail Bars",90802
The Hideaway,$$$,4.5,146,American (Traditional),90802
Yard House,$$,3.5,2563,"Bars,American (New)",90802
The Harbor,$$,4.5,314,"American (Traditional),Breakfast & Brunch,Sports Bars",90802
Sura Korean BBQ & Tofu House,$$,4,1395,"Korean,Vegan,Gastropubs",90802
Thai District,$$,4.5,915,"Thai,Noodles,Cocktail Bars",90802
Pier 76 Fish Grill,$$,4,1907,"Seafood,American (New),Sandwiches",90802
King’s Fish House - Pine Ave,$$,4,1506,Seafood,90802
Queensview Steakhouse,$$$,4,256,Steakhouses,90802
Donburi Cafè,$$,4.5,367,Japanese,90802
Big Catch Seafood House,$$,4,1343,"Cajun/Creole,Seafood,Live/Raw Food",90802
Beachwood Brewing & BBQ,$$,4,1484,"Barbeque,Breweries,Bars",90802
Long Beach Taco,$$,4,680,"Breakfast & Brunch,Tacos,Beer Bar",90802
Q Smokehouse,$$,3.5,789,"Barbeque,American (New)",90802
The 4th Horseman,$$,4.5,363,"Pizza,Beer Bar,Wine Bars",90802
The Ordinarie,$$,4,395,"American (New),Cocktail Bars",90802
George’s Greek Cafe,$$,4.5,2274,"Greek,Mediterranean,Cafes",90802
Congregation Ale House,$$,4,1546,"Pubs,Gastropubs,Burgers",90802
Gladstones,$$,3.5,1896,"Seafood,American (Traditional),Steakhouses",90802
James Republic,$$,3.5,775,"American (New),Seafood,Breakfast & Brunch",90802
The Social List,$$,4,1068,"Modern European,Gastropubs,Breakfast & Brunch",90802
District Wine,$$,4.5,853,"Wine Bars,Tapas/Small Plates,Coffee & Tea",90802
Parkers’ Lighthouse,$$$,3.5,1871,"Seafood,Bars,American (Traditional)",90802
Creme De La Crepe - Long Beach,$$,4,1097,"Creperies,French,Breakfast & Brunch",90802
Sushi Mafia,$$,4.5,361,Sushi Bars,90802
Maru Maki Sushi,$$,4,1113,"Sushi Bars,Japanese",90802
Roscoe’s House of Chicken & Waffles - Long Beach,$$,3.5,3261,"Soul Food,Breakfast & Brunch,Waffles",90802
Seabirds Kitchen,$$,4.5,1008,"Vegan,Vegetarian,Gluten-Free",90802
The Crab Shack,$$,4,274,"Seafood,Cajun/Creole",90802
Burger Daddy,$$,4,224,Burgers,90802
Bryans Birrieria,$$,4.5,99,"Food Trucks,Tacos",90802
Tequila Jack’s,$$,3.5,1652,"Bars,Mexican,Seafood",90802
L’Opera,$$$,4,622,"Italian,Wine Bars",90802
Plunge,$$,4,532,"American (Traditional),Breakfast & Brunch,Burgers",90802
Jounetsu Ramen,$$,4.5,291,"Ramen,Noodles",90802
Vegan District at the Pike Outlets,,5,6,"Festivals,Vegan,Vegetarian",90802
Gu Ramen Taps & Tapas,$$,4,261,"Ramen,Noodles,Tapas/Small Plates",90802
Arize Bistro,$$,4.5,170,"Breakfast & Brunch,Asian Fusion,Cafes",90802
Utopia Good Food & Fine Art,$$,4,402,"Wine Bars,Italian",90802
La Tarantella Osteria,$$,4.5,213,Italian,90802
Aji Peruvian Cuisine,$$,4.5,688,"Peruvian,Latin American,Empanadas",90802
Michael’s Downtown,$$,4,899,"Pizza,Italian",90802
Fuego,$$,3.5,908,"Mexican,Latin American,Bars",90802
The Auld Dubliner,$$,4,874,"Irish,Music Venues,Irish Pub",90802
PRIME by Shenandoah,$$,4.5,833,"Southern,American (New),Comfort Food",90802
Berlin Bistro,$$,4,1042,"American (New),Breakfast & Brunch,Cafes",90802
Dog Haus,$$,4,911,"Hot Dogs,Burgers,Beer Gardens",90802
Heritage,$$,4.5,26,"American (New),Seafood",90802
La Empanada Mama,,5,27,"Empanadas,Puerto Rican,Food Delivery Services",90802
Waters Edge Winery of Long Beach,$$,4.5,155,"Wine Tasting Room,American (New)",90802
Mangosteen,$,4,200,Vietnamese,90802
Poké Bar,$$,4,528,"Sushi Bars,Hawaiian,Poke",90802
Naree Thai Restaurant,$$,4.5,302,"Thai,Salad,Soup",90802
Bubba Gump Shrimp,$$,3,1272,"Seafood,Southern",90802
R Bar,$$,4,207,"Salad,Sports Bars,Sandwiches",90802
Guy’s Burger Joint,,5,2,Burgers,90802
Haewah Dal,$$$,4.5,103,Korean,90802
Claire’s at the Museum,$$,4,1055,"American (New),Breakfast & Brunch",90802
Black Long Beach,$$,3.5,109,"Bars,American (Traditional),Pizza",90802
Navy Proof Food & Spirits,,4,23,"Cocktail Bars,American (New)",90802
Panxa Cocina,$$,4.5,1447,"Bars,New Mexican Cuisine,Mexican",90802
Wide Eyes Open Palms,$$,5,540,"Coffee & Tea,Breakfast & Brunch,American (New)",90802
Cheebo Express,,4.5,5,"American (New),Breakfast & Brunch,Burgers",90802
Tokyo Wako,$$,3,572,"Japanese,Sushi Bars,Steakhouses",90802
Long Beach Seafood Festival,,4,5,"Festivals,Seafood",90802
Under The Sun,$$,4.5,244,"Live/Raw Food,Vegan,Juice Bars & Smoothies",90802
Bad-Ass Breakfast Burritos,,4,16,"Food Delivery Services,Breakfast & Brunch",90802
Lola’s Mexican Cuisine,$$,4,1820,"Mexican,Venues & Event Spaces,Breakfast & Brunch",90802
Abuelitas Birria & Mexican Food,,4,28,Mexican,90802
Blue Bird Sushi,$$,4.5,388,"Sushi Bars,Ramen",90802
Foundation Sandwich Shop,$$,4.5,154,"Sandwiches,American (New),Delis",90802
La Chancla Mexican Grill,$,4.5,361,Mexican,90802
In The Kitchen,,4.5,89,"American (New),Soul Food",90802
The Bamboo Club,$$,4.5,230,"Tiki Bars,American (New),Cocktail Bars",90802
Super Mex,$$,3.5,596,Mexican,90802
Tennessee Jack’s,,4.5,52,"American (New),Whiskey Bars",90802
Modica’s Deli,$$,4,557,"Delis,Sandwiches,Italian",90802
Next-Kitchen,,5,8,Asian Fusion,90802
39 Degrees,$$,4.5,2211,"Japanese,Sushi Bars",90802
Lobo Cuban Food- PopUp,,5,5,"Cuban,Pop-Up Restaurants",90802
Fresh Kabobs,$,4,1077,"Indian,Pakistani,Halal",90802
Islands Fine Burger And Drinks,$$,3,558,"Burgers,Sports Bars,American (Traditional)",90802
Los Compadres,$$,4.5,746,Mexican,90802
Wa Wa Restaurant,$,4,359,"Chinese,Fast Food",90802
The Crab Shack Express,,4,42,"Cajun/Creole,Seafood,Soup",90802
Pike Restaurant & Bar - Long Beach,$$,4,821,"Bars,American (Traditional),Seafood",90802
Broadway Pizza & Grill,$$,4,590,"Pizza,Italian",90802
California Pizza Kitchen at Rainbow Harbor,$$,3.5,454,"Pizza,American (New),Salad",90802
Sir Winston’s Restaurant and Lounge,$$$,4,508,"Lounges,Steakhouses,Seafood",90802
123 Pho,$$,4,528,"Vietnamese,Juice Bars & Smoothies,Coffee & Tea",90802
Out West Kitchen & Catering,$,5,18,"Caterers,American (New),Sandwiches",90802
Vegan Castle,$$,5,19,Vegan,90802
P.F. Chang’s,$$,3,778,"Chinese,Asian Fusion,Gluten-Free",90802
La Parolaccia Osteria,$$,4.5,1205,"Italian,Pizza,Venues & Event Spaces",90802
Louisiana Charlie’s,$$,3,1034,"Cajun/Creole,Barbeque",90802
Simmzy’s - Long Beach,$$,4,1519,"Gastropubs,American (New),Burgers",90802
Fujisan Sushi,,4,1,Sushi Bars,90802
La Taqueria Brand,,4,308,Mexican,90802
A&J Seafood Shack,,4.5,200,"Seafood,Cambodian",90802
Spicy Sugar Thai Restaurant,$$,3.5,416,Thai,90802
Phnom Penh Noodle Shack,$$,4.5,1078,"Cambodian,Noodles,Soup",90802
The Stache,$,4,280,"Cocktail Bars,American (New)",90802
Long Beach Fish Grill,$$,4.5,1048,"Seafood,Fish & Chips",90802
Taishi Hainan Chicken,,4.5,115,Hainan,90802
Bebot - Filipino Soul Food - Temp. CLOSED,$$,4,125,Filipino,90802
Little Coyote,$$,4.5,238,"Pizza,Wine Bars,Salad",90802
Belmont Brewing,$$,4,1682,"Breweries,American (Traditional),Wine Bars",90802
The Potholder Cafe Downtown,$$,4,1008,"Breakfast & Brunch,American (Traditional),Burgers",90802
Clancy’s,$$,3.5,189,"Irish,Pubs,Music Venues",90802
East Village Cafe,,4,24,"Cafes,Breakfast & Brunch",90802
Louis Burgers III,$,3.5,613,"Burgers,Breakfast & Brunch,Mexican",90802
The Dinner Detective,$$$$,3.5,24,Dinner Theater,90802
Matiki Island BBQ - Long Beach,,4,123,"Hawaiian,Barbeque,Salad",90802
The Green Olive Downtown Long Beach,,4,49,"Mediterranean,Kebab,Salad",90802
Outback Steakhouse,$$,3,630,Steakhouses,90802
moonbowls,,4.5,43,"Korean,Vegetarian,Gluten-Free",90802
Lacquered,$$,4.5,299,"Chicken Shop,Barbeque,American (Traditional)",90802
Shenanigans Irish Pub & Grille,$$,3,549,"Irish Pub,American (Traditional)",90802
San & Wolves Bakeshop - Pop Up,,5,47,"Filipino,Vegan,Bakeries",90802
Elephant Thai Kitchen,$,4.5,840,Thai,90802
The Wild Chive,$$,4.5,277,"Vegan,Breakfast & Brunch,Comfort Food",90802
Panini Kabob Grill - Downtown Long Beach,,4.5,186,"Mediterranean,Middle Eastern,Kebab",90802
Mexihanas Hibachi Grill,,4.5,49,"Steakhouses,Teppanyaki",90802
Buono’s Pizzeria,$$,4,513,"Pizza,Italian",90802
