name,price,star,review_count,cat,zipcode
Ironwood Cellar. Craft. Cook.,$$,4.5,1031,"American (New),Seafood,Cocktail Bars",92691
Greek Bistro,$$,5,1446,"Greek,Mediterranean",92691
PorchBox,,5,47,"American (Traditional),Comfort Food,Vegetarian",92691
Calo Kitchen + Tequila - Laguna Niguel,$$,4.5,157,Mexican,92691
Delizie Ristorante Bar,$$,4.5,546,"Italian,Bars,Seafood",92691
Romano Cucina,$$,4.5,797,Italian,92691
Mangi Con Amore,$$,5,431,Italian,92691
Pub Thirty Two,$$,4,674,"Bars,American (New)",92691
Lava Island BBQ,,4.5,111,"Barbeque,Hawaiian",92691
Scarlet Kitchen & Lounge,$$$,4,212,"American (New),Comfort Food,Lounges",92691
Dublin 4 Gastropub,$$,4,713,"Irish,American (New),Gastropubs",92691
Shish Taouk,$$,4.5,712,"Lebanese,Mediterranean,Halal",92691
Tikka,$,4.5,820,"Indian,Halal,Pakistani",92691
Franco’s Famous Mexican Kitchen & Cocktails,$$,4.5,233,"Mexican,Cocktail Bars",92691
Mama’s Comfort Food and Cocktails - Ladera Ranch,$$,4,171,"American (New),Comfort Food,Breakfast & Brunch",92691
Brü Grill & Market,$$,4,2046,American (New),92691
Rose Cafe- Lake Forest,$$,5,164,"Breakfast & Brunch,Cafes",92691
Fam’s Kitchen,,4.5,124,"Asian Fusion,Noodles,Soup",92691
Trevor’s at the Tracks,$$,4,1425,American (New),92691
Curry Kitchen,,4.5,206,Indian,92691
Sol Agave - Mission Viejo,$$,4,472,"Mexican,Breakfast & Brunch,Cocktail Bars",92691
The Lumpia House,,5,10,"Personal Chefs,Filipino",92691
Terra Mia Pizzeria,$$,4.5,1147,"Italian,Pizza,Sandwiches",92691
Villa Roma,$$,4,637,"Italian,Argentine,Steakhouses",92691
Hanna’s Restaurant & Bar,$$,4.5,997,"Steakhouses,Bars",92691
Umma’s K-BBQ,$$,4.5,145,"Korean,Barbeque,Hawaiian",92691
Sol Agave - San Clemente,$$,4.5,188,Mexican,92691
The Blind Pig Kitchen + Bar RSM,$$,4,749,"Bars,American (New),Burgers",92691
Hayashi,$,4.5,241,Japanese,92691
Vine Restaurant & Bar,$$$,4.5,649,"American (New),Seafood,Steakhouses",92691
South of Nick’s - San Clemente,$$,4.5,2145,Mexican,92691
The Cliff Restaurant,$$,3.5,2559,"American (New),Seafood,Steakhouses",92691
O’Shine Taiwanese Kitchen,$$,4.5,96,Taiwanese,92691
Sushi Ramen House,$$,4,309,"Ramen,Sushi Bars",92691
The Empanada Maker,$,4.5,928,"American (New),Empanadas,Fast Food",92691
Heritage Barbecue,$$,4.5,325,Barbeque,92691
CAVA,$$,4,351,"Mediterranean,Salad",92691
OC Pizza - Mission Viejo,,5,2,"Pizza,Italian,Chicken Wings",92691
Cecilia’s Tortilla Grill,$,4.5,816,"Mexican,Breakfast & Brunch",92691
King’s Fish House - Laguna,$$,4,1537,Seafood,92691
Siam Central Thai Kitchen,,4.5,139,"Thai,Salad,Soup",92691
Union Market Mission Viejo,$$,4,81,"Food Court,Shopping Centers",92691
J San,$$,4,135,Ramen,92691
Whealthy,$$,4,300,Noodles,92691
Poke Wave,$,4.5,538,"Poke,Hawaiian,Seafood",92691
Renzo’s A Taste of Peru,$$,4.5,559,"Peruvian,Seafood,Salad",92691
The Stand,$$,4.5,180,"American (New),Burgers,Sandwiches",92691
Snooze an AM Eatery,$$,4,143,"Breakfast & Brunch,Cocktail Bars,American (Traditional)",92691
Ramos House Cafe,$$$,4.5,1304,"American (New),Breakfast & Brunch,Cafes",92691
Splashes Restaurant,$$$,4,1078,"American (New),Breakfast & Brunch,Cocktail Bars",92691
i20 Ramen,$$,4.5,448,"Tapas/Small Plates,Ramen",92691
Taqueros Mexican Restaurant,,4.5,94,"New Mexican Cuisine,Tacos",92691
Phuud,$,5,25,"Vietnamese,Comfort Food",92691
Chan365,,5,1,"Korean,Soup,Asian Fusion",92691
Old Camp Bar and Grill,$$,4.5,107,"American (Traditional),Bars",92691
Habana,$$,4,2444,"Cuban,Cocktail Bars",92691
Beach Hut Deli,$$,4.5,308,Delis,92691
Fig 313,$$$,4,207,"American (New),Seafood",92691
