name,price,star,review_count,cat,zipcode
The Fifth,$$,4,1401,"Cocktail Bars,Venues & Event Spaces,American (Traditional)",92802
Puesto Anaheim,$$,4.5,78,"Mexican,Cocktail Bars",92802
1901,$$,5,27,"American (New),Lounges",92802
Naples Ristorante e Bar,$$,4,3653,"Italian,Venues & Event Spaces,Pizza",92802
Catal Restaurant,$$$,4,1877,"American (New),Mediterranean",92802
Tortilla Jo’s,$$,4,4356,"Mexican,Venues & Event Spaces",92802
The Blind Rabbit,$$$,4.5,2172,"Gastropubs,Speakeasies",92802
Blue Bayou Restaurant,$$$,4,3586,"Cajun/Creole,American (Traditional)",92802
Black Tap - Anaheim,$$,3.5,995,"Burgers,Chicken Wings,Cocktail Bars",92802
Byrd’s Hot Chicken,$$,4.5,152,"Chicken Shop,Halal",92802
The Ranch Restaurant,$$$$,4.5,2733,"American (New),Steakhouses,Venues & Event Spaces",92802
Napa Rose,$$$$,4,1670,American (Traditional),92802
Ralph Brennan’s Jazz Kitchen,$$,3.5,2692,"American (New),Cajun/Creole",92802
BrewBerry Cafe,$$,4,1710,"Sandwiches,Breakfast & Brunch,American (Traditional)",92802
House of Blues Restaurant & Bar,$$,4.5,418,"American (New),Burgers,Barbeque",92802
Uva Bar & Cafe,$$,4,1803,"Bars,Burgers,Venues & Event Spaces",92802
BluSky Restaurant & Bar,,4.5,107,"Cocktail Bars,Spanish,Basque",92802
GCH Craftsman Bar,$$,4,81,"Bars,American (Traditional)",92802
Anytime Hawaiian BBQ & Local Food,$$,4,31,"Hawaiian,Barbeque,Seafood",92802
Roy’s Restaurant,$$$,4,1540,"Seafood,Hawaiian,Asian Fusion",92802
Cafe Orleans,$$,3.5,1711,"Cajun/Creole,American (New)",92802
Club 33,$$$$,4.5,949,"French,Lounges",92802
Huckleberry’s,,4,80,"Southern,Breakfast & Brunch,Burgers",92802
The Pizza Press,$$,4,1805,"Pizza,Salad",92802
Tangerine Room,,5,32,American (New),92802
Carthay Circle Restaurant,$$$,4,1768,American (New),92802
Fire + Ice,$$,3.5,1207,American (New),92802
Splitsville - Anaheim,$$,3.5,719,"Bowling,American (Traditional),Bars",92802
Fleming’s Prime Steakhouse & Wine Bar,$$$,4.5,84,"Wine Bars,Seafood,Steakhouses",92802
The Cheesecake Factory - Anaheim,$$,3.5,1472,"Desserts,American (Traditional)",92802
Nova Kitchen & Bar,,4.5,1731,"Asian Fusion,Sushi Bars",92802
Morton’s The Steakhouse,$$$,4,1126,"Steakhouses,Seafood",92802
Jazz Kitchen Express,$$,3.5,954,"Southern,Desserts,Cajun/Creole",92802
Anaheim Packing House,$$,4,1246,Food Court,92802
Lamplight Lounge,$$,3.5,851,"American (New),Vegetarian",92802
Mimi’s Cafe,$$,3.5,731,"Breakfast & Brunch,American (Traditional),French",92802
Roscoe’s House of Chicken & Waffles - Anaheim,$$,3.5,3588,"Soul Food,Breakfast & Brunch,Waffles",92802
Ronto Roasters,$$,4.5,95,"Food Stands,Wraps",92802
Marri’s Pizza & Italian Restaurants,$$,4,1030,"Italian,Pizza,Seafood",92802
Earl of Sandwich,$,4,2432,"Sandwiches,Salad,Wraps",92802
"nFuse Restaurant, Bar & Lounge",$$,4,322,"American (New),Lounges,Beer, Wine & Spirits",92802
La Brea Bakery Café,$$,3.5,998,"Sandwiches,Bakeries,Breakfast & Brunch",92802
Storytellers Cafe,$$$,3.5,1302,"Breakfast & Brunch,American (Traditional),Buffets",92802
Tangaroa Terrace Tropical Bar & Grill,$$,3.5,152,"American (New),Hawaiian",92802
Bubba Gump Shrimp,$$,3.5,1094,"Seafood,Southern",92802
The Front Room Lounge,$$,4,25,"Cocktail Bars,American (New),Gastropubs",92802
Oasis Kitchen & Bar,,5,4,American (Traditional),92802
Hanagi Japanese Restaurant,$$,4.5,28,"Japanese,Sushi Bars",92802
French Market Restaurant,$$,3.5,519,"American (New),Cajun/Creole,French",92802
Docking Bay 7 Food and Cargo,$$,3.5,155,American (New),92802
Bengal Barbecue,$$,3.5,593,Barbeque,92802
Tru Grits,$$,4,264,"American (New),Asian Fusion,Seafood",92802
Hungry Bear Restaurant,$$,3.5,446,American (New),92802
Smoke Queen BBQ,,5,43,Pop-Up Restaurants,92802
Plaza Inn,$$,4,1265,"American (Traditional),Buffets",92802
Blaze Pizza,$,4,323,"Pizza,Salad,Fast Food",92802
The Kroft,$$,4,1729,"Comfort Food,Sandwiches,Poutineries",92802
Chambers Bar & Bistro,$$,4.5,244,"American (Traditional),Beer Bar",92802
Grasslands Brazilian BBQ & Steakhouse,$$,3.5,555,"Barbeque,Steakhouses,Beer Bar",92802
